elicitation_value,PID,article,study,treatment,elicitation_id,year,elicitation_defined,true_value,elicitation_accuracy_abs,elicitation_accuracy_signed,exclude
2.381457947848136,36c08c4484cd,italy,,visual,1.0,2011.0,True,1.29,1.0914579478481357,1.0914579478481357,0
2.311282509251644,36c08c4484cd,italy,,visual,1.0,2012.0,True,1.24,1.0712825092516445,1.0712825092516445,0
2.4165456671463814,36c08c4484cd,italy,,visual,1.0,2013.0,True,1.18,1.2365456671463817,1.2365456671463817,0
2.451633386444627,36c08c4484cd,italy,,visual,1.0,2014.0,True,1.13,1.3216333864446272,1.3216333864446272,0
2.8726860180235745,36c08c4484cd,italy,,visual,1.0,2015.0,True,1.1,1.7726860180235744,1.7726860180235744,0
3.1183000531112937,36c08c4484cd,italy,,visual,1.0,2016.0,True,1.08,2.0383000531112936,2.0383000531112936,0
3.048124614514802,36c08c4484cd,italy,,visual,1.0,2017.0,True,1.07,1.978124614514802,1.978124614514802,0
3.223563211006031,36c08c4484cd,italy,,visual,1.0,2018.0,True,1.05,2.173563211006031,2.173563211006031,0
3.1533877724095394,36c08c4484cd,italy,,visual,1.0,2019.0,True,1.01,2.14338777240954,2.14338777240954,0
3.089669210868969,36c08c4484cd,population,,visual,1.0,2003.0,True,2.75,0.3396692108689692,0.3396692108689692,0
3.124756930167215,36c08c4484cd,population,,visual,1.0,2004.0,True,2.81,0.3147569301672148,0.3147569301672148,0
3.300195526658442,36c08c4484cd,population,,visual,1.0,2005.0,True,2.87,0.4301955266584425,0.4301955266584425,0
3.370370965254934,36c08c4484cd,population,,visual,1.0,2006.0,True,2.91,0.4603709652549339,0.4603709652549339,0
3.370370965254934,36c08c4484cd,population,,visual,1.0,2007.0,True,2.94,0.4303709652549341,0.4303709652549341,0
3.615985000342653,36c08c4484cd,population,,visual,1.0,2008.0,True,2.98,0.6359850003426533,0.6359850003426533,0
3.5808972810444084,36c08c4484cd,population,,visual,1.0,2009.0,True,3.01,0.5708972810444086,0.5708972810444086,0
3.510721842447917,36c08c4484cd,population,,visual,1.0,2010.0,True,3.05,0.4607218424479171,0.4607218424479171,0
3.756335877535636,36c08c4484cd,population,,visual,1.0,2011.0,True,3.11,0.6463358775356363,0.6463358775356363,0
3.756335877535636,36c08c4484cd,population,,visual,1.0,2012.0,True,3.19,0.5663358775356362,0.5663358775356362,0
3.9317744740268648,36c08c4484cd,population,,visual,1.0,2013.0,True,3.28,0.651774474026865,0.651774474026865,0
4.493177982798794,36c08c4484cd,population,,visual,1.0,2014.0,True,3.37,1.1231779827987936,1.1231779827987936,0
6.458090263500549,36c08c4484cd,population,,visual,1.0,2015.0,True,3.46,2.998090263500549,2.998090263500549,0
7.370370965254934,36c08c4484cd,population,,visual,1.0,2016.0,True,3.56,3.810370965254934,3.810370965254934,0
7.47563412314967,36c08c4484cd,population,,visual,1.0,2017.0,True,3.64,3.8356341231496702,3.8356341231496702,0
7.861599035430373,36c08c4484cd,population,,visual,1.0,2018.0,True,3.67,4.191599035430373,4.191599035430373,0
8.493177982798795,36c08c4484cd,population,,visual,1.0,2019.0,True,3.7,4.793177982798794,4.793177982798794,0
4152.052494517547,36c08c4484cd,cocaine,,visual,1.0,2003.0,True,2747.0,1405.0524945175466,1405.0524945175466,0
5555.561266447367,36c08c4484cd,cocaine,,visual,1.0,2004.0,True,3005.0,2550.5612664473665,2550.5612664473665,0
4994.157757675434,36c08c4484cd,cocaine,,visual,1.0,2005.0,True,3269.0,1725.1577576754344,1725.1577576754344,0
5836.263020833332,36c08c4484cd,cocaine,,visual,1.0,2006.0,True,3445.0,2391.263020833332,2391.263020833332,0
6678.36828399123,36c08c4484cd,cocaine,,visual,1.0,2007.0,True,3477.0,3201.36828399123,3201.36828399123,0
8643.276281524122,36c08c4484cd,cocaine,,visual,1.0,2008.0,True,3512.0,5131.276281524122,5131.276281524122,0
9485.38154468202,36c08c4484cd,cocaine,,visual,1.0,2009.0,True,3545.0,5940.381544682019,5940.381544682019,0
11169.592070997804,36c08c4484cd,cocaine,,visual,1.0,2010.0,True,3592.0,7577.592070997805,7577.592070997805,0
12573.100842927632,36c08c4484cd,cocaine,,visual,1.0,2011.0,True,3814.0,8759.100842927633,8759.100842927633,0
13695.907860471489,36c08c4484cd,cocaine,,visual,1.0,2012.0,True,4043.0,9652.907860471489,9652.907860471489,0
13415.20610608552,36c08c4484cd,cocaine,,visual,1.0,2013.0,True,4385.0,9030.20610608552,9030.20610608552,0
14818.714878015351,36c08c4484cd,cocaine,,visual,1.0,2014.0,True,4864.0,9954.714878015351,9954.714878015351,0
13695.907860471489,36c08c4484cd,cocaine,,visual,1.0,2015.0,True,5517.0,8178.907860471489,8178.907860471489,0
13695.907860471489,36c08c4484cd,cocaine,,visual,1.0,2016.0,True,6364.0,7331.907860471489,7331.907860471489,0
15941.521895559214,36c08c4484cd,cocaine,,visual,1.0,2017.0,True,7188.0,8753.521895559214,8753.521895559214,0
19590.644702576752,36c08c4484cd,cocaine,,visual,1.0,2018.0,True,7765.0,11825.644702576752,11825.644702576752,0
20432.74996573465,36c08c4484cd,cocaine,,visual,1.0,2019.0,True,8323.0,12109.749965734649,12109.749965734649,0
7730.023300438597,36c08c4484cd,heroin,,visual,1.0,2003.0,True,2080.0,5650.023300438597,5650.023300438597,0
8852.830317982452,36c08c4484cd,heroin,,visual,1.0,2004.0,True,1878.0,6974.8303179824525,6974.8303179824525,0
10256.33908991228,36c08c4484cd,heroin,,visual,1.0,2005.0,True,2009.0,8247.33908991228,8247.33908991228,0
10817.742598684212,36c08c4484cd,heroin,,visual,1.0,2006.0,True,2088.0,8729.742598684212,8729.742598684212,0
11659.8478618421,36c08c4484cd,heroin,,visual,1.0,2007.0,True,2399.0,9260.8478618421,9260.8478618421,0
11098.444353070176,36c08c4484cd,heroin,,visual,1.0,2008.0,True,3041.0,8057.444353070177,8057.444353070177,0
11659.8478618421,36c08c4484cd,heroin,,visual,1.0,2009.0,True,3278.0,8381.847861842101,8381.847861842101,0
11379.146107456145,36c08c4484cd,heroin,,visual,1.0,2010.0,True,3036.0,8343.146107456145,8343.146107456145,0
12501.953124999998,36c08c4484cd,heroin,,visual,1.0,2011.0,True,4397.0,8104.953124999998,8104.953124999998,0
15589.672423245613,36c08c4484cd,heroin,,visual,1.0,2012.0,True,5925.0,9664.672423245613,9664.672423245613,0
14747.567160087716,36c08c4484cd,heroin,,visual,1.0,2013.0,True,8257.0,6490.567160087716,6490.567160087716,0
15870.374177631578,36c08c4484cd,heroin,,visual,1.0,2014.0,True,10574.0,5296.374177631578,5296.374177631578,0
18677.39172149123,36c08c4484cd,heroin,,visual,1.0,2015.0,True,12989.0,5688.391721491229,5688.391721491229,0
19800.19873903509,36c08c4484cd,heroin,,visual,1.0,2016.0,True,15482.0,4318.198739035091,4318.198739035091,0
22607.21628289474,36c08c4484cd,heroin,,visual,1.0,2017.0,True,15482.0,7125.21628289474,7125.21628289474,0
23168.619791666664,36c08c4484cd,heroin,,visual,1.0,2018.0,True,14996.0,8172.619791666664,8172.619791666664,0
24010.72505482456,36c08c4484cd,heroin,,visual,1.0,2019.0,True,14019.0,9991.72505482456,9991.72505482456,0
3165.6986705043887,36c08c4484cd,opioids,,visual,1.0,2003.0,True,1400.0,1765.6986705043887,1765.6986705043887,0
5411.312705592106,36c08c4484cd,opioids,,visual,1.0,2004.0,True,1664.0,3747.312705592106,3747.312705592106,0
5130.61095120614,36c08c4484cd,opioids,,visual,1.0,2005.0,True,1742.0,3388.6109512061403,3388.6109512061403,0
4849.909196820175,36c08c4484cd,opioids,,visual,1.0,2006.0,True,2707.0,2142.9091968201747,2142.9091968201747,0
5130.61095120614,36c08c4484cd,opioids,,visual,1.0,2007.0,True,2213.0,2917.6109512061403,2917.6109512061403,0
4007.803933662277,36c08c4484cd,opioids,,visual,1.0,2008.0,True,2306.0,1701.8039336622774,1701.8039336622774,0
5411.312705592106,36c08c4484cd,opioids,,visual,1.0,2009.0,True,2946.0,2465.312705592106,2465.312705592106,0
7095.523231907892,36c08c4484cd,opioids,,visual,1.0,2010.0,True,3007.0,4088.523231907892,4088.523231907892,0
7095.523231907892,36c08c4484cd,opioids,,visual,1.0,2011.0,True,2666.0,4429.523231907892,4429.523231907892,0
7656.926740679823,36c08c4484cd,opioids,,visual,1.0,2012.0,True,2628.0,5028.926740679824,5028.926740679824,0
7095.523231907892,36c08c4484cd,opioids,,visual,1.0,2013.0,True,3105.0,3990.523231907892,3990.523231907892,0
8499.02772066886,36c08c4484cd,opioids,,visual,1.0,2014.0,True,5544.0,2955.0277206688606,2955.0277206688606,0
8499.02772066886,36c08c4484cd,opioids,,visual,1.0,2015.0,True,9580.0,1080.9722793311394,-1080.9722793311394,0
11306.04526452851,36c08c4484cd,opioids,,visual,1.0,2016.0,True,19413.0,8106.95473547149,-8106.95473547149,0
13832.361054002193,36c08c4484cd,opioids,,visual,1.0,2017.0,True,28466.0,14633.638945997807,-14633.638945997807,0
15235.869825932014,36c08c4484cd,opioids,,visual,1.0,2018.0,True,31335.0,16099.130174067986,-16099.130174067986,0
15797.273334703945,36c08c4484cd,opioids,,visual,1.0,2019.0,True,36359.0,20561.726665296053,-20561.726665296053,0
19727.097896107454,36c08c4484cd,opioids,,visual,1.0,2020.0,True,56516.0,36788.90210389254,-36788.90210389254,0
20288.50140487939,36c08c4484cd,opioids,,visual,1.0,2021.0,True,70601.0,50312.49859512061,-50312.49859512061,0
5.0,d4a5bcc24fb2,gun,two,txt,,,,,,,0
1.0,d4a5bcc24fb2,hiv,two,txt,,,,,,,0
4.0,d4a5bcc24fb2,drugOverdose,two,txt,,,,,,,0
3.0,d4a5bcc24fb2,southAfrica,two,txt,,,,,,,0
2.0,d4a5bcc24fb2,italy,two,txt,,,,,,,0
5.0,d4a5bcc24fb2,population,two,txt,,,,,,,0
2.0,d4a5bcc24fb2,cocaine,two,txt,,,,,,,0
4.0,d4a5bcc24fb2,heroin,two,txt,,,,,,,0
5.0,d4a5bcc24fb2,opioids,two,txt,,,,,,,0
,9cae96dffcb4,gun,two,control,,,,,,,0
,9cae96dffcb4,hiv,two,control,,,,,,,0
,9cae96dffcb4,drugOverdose,two,control,,,,,,,0
,9cae96dffcb4,southAfrica,two,control,,,,,,,0
,9cae96dffcb4,italy,two,control,,,,,,,0
,9cae96dffcb4,population,two,control,,,,,,,0
,9cae96dffcb4, cocaine,two,control,,,,,,,0
,9cae96dffcb4,heroin,two,control,,,,,,,0
,9cae96dffcb4,opioids,two,control,,,,,,,0
,97ac4a34c5b3,gun,two,control,,,,,,,0
,97ac4a34c5b3,hiv,two,control,,,,,,,0
,97ac4a34c5b3,drugOverdose,two,control,,,,,,,0
,97ac4a34c5b3,southAfrica,two,control,,,,,,,0
,97ac4a34c5b3,italy,two,control,,,,,,,0
,97ac4a34c5b3,population,two,control,,,,,,,0
,97ac4a34c5b3, cocaine,two,control,,,,,,,0
,97ac4a34c5b3,heroin,two,control,,,,,,,0
,97ac4a34c5b3,opioids,two,control,,,,,,,0
57280.70175438596,419ced2961fa,gun,,visual,1.0,2003.0,True,44757.0,12523.701754385962,12523.701754385962,0
65140.350877192985,419ced2961fa,gun,,visual,1.0,2004.0,True,44933.0,20207.350877192985,20207.350877192985,0
72157.8947368421,419ced2961fa,gun,,visual,1.0,2005.0,True,45343.0,26814.894736842107,26814.894736842107,0
76649.12280701754,419ced2961fa,gun,,visual,1.0,2006.0,True,45316.0,31333.122807017546,31333.122807017546,0
79456.14035087719,419ced2961fa,gun,,visual,1.0,2007.0,True,43945.0,35511.14035087719,35511.14035087719,0
80000.0,419ced2961fa,gun,,visual,1.0,2008.0,True,39790.0,40210.0,40210.0,0
80000.0,419ced2961fa,gun,,visual,1.0,2009.0,True,36216.0,43784.0,43784.0,0
80000.0,419ced2961fa,gun,,visual,1.0,2010.0,True,35332.0,44668.0,44668.0,0
51666.66666666666,419ced2961fa,gun,,visual,1.0,2011.0,True,35303.0,16363.666666666664,16363.666666666664,0
63175.43859649123,419ced2961fa,gun,,visual,1.0,2012.0,True,36415.0,26760.43859649123,26760.43859649123,0
74403.50877192983,419ced2961fa,gun,,visual,1.0,2013.0,True,35369.0,39034.50877192983,39034.50877192983,0
80000.0,419ced2961fa,gun,,visual,1.0,2014.0,True,35398.0,44602.0,44602.0,0
80000.0,419ced2961fa,gun,,visual,1.0,2015.0,True,37757.0,42243.0,42243.0,0
80000.0,419ced2961fa,gun,,visual,1.0,2016.0,True,40327.0,39673.0,39673.0,0
80000.0,419ced2961fa,gun,,visual,1.0,2017.0,True,40231.0,39769.0,39769.0,0
69912.28070175438,419ced2961fa,gun,,visual,1.0,2018.0,True,39404.0,30508.280701754386,30508.280701754386,0
69912.28070175438,419ced2961fa,gun,,visual,1.0,2019.0,True,39107.0,30805.280701754386,30805.280701754386,0
15552.631578947365,419ced2961fa,hiv,,visual,1.0,2003.0,True,15100.0,452.6315789473647,452.6315789473647,0
15552.631578947365,419ced2961fa,hiv,,visual,1.0,2004.0,True,14416.0,1136.6315789473647,1136.6315789473647,0
15552.631578947365,419ced2961fa,hiv,,visual,1.0,2005.0,True,13839.0,1713.6315789473647,1713.6315789473647,0
13868.421052631578,419ced2961fa,hiv,,visual,1.0,2006.0,True,13265.0,603.4210526315783,603.4210526315783,0
11061.40350877193,419ced2961fa,hiv,,visual,1.0,2007.0,True,12444.0,1382.5964912280706,-1382.5964912280706,0
10219.298245614033,419ced2961fa,hiv,,visual,1.0,2008.0,True,11400.0,1180.7017543859674,-1180.7017543859674,0
9938.596491228069,419ced2961fa,hiv,,visual,1.0,2009.0,True,10551.0,612.403508771933,-612.403508771933,0
8535.087719298246,419ced2961fa,hiv,,visual,1.0,2010.0,True,9143.0,607.9122807017538,-607.9122807017538,0
7692.982456140349,419ced2961fa,hiv,,visual,1.0,2011.0,True,8428.0,735.0175438596507,-735.0175438596507,0
7412.280701754384,419ced2961fa,hiv,,visual,1.0,2012.0,True,7973.0,560.7192982456163,-560.7192982456163,0
7692.982456140349,419ced2961fa,hiv,,visual,1.0,2013.0,True,7682.0,10.982456140349314,10.982456140349314,0
9096.491228070176,419ced2961fa,hiv,,visual,1.0,2014.0,True,7413.0,1683.4912280701774,1683.4912280701774,0
9096.491228070176,419ced2961fa,hiv,,visual,1.0,2015.0,True,7089.0,2007.4912280701772,2007.4912280701772,0
9938.596491228069,419ced2961fa,hiv,,visual,1.0,2016.0,True,7430.0,2508.596491228067,2508.596491228067,0
11342.105263157897,419ced2961fa,hiv,,visual,1.0,2017.0,True,7338.0,4004.105263157895,4004.105263157895,0
11061.40350877193,419ced2961fa,hiv,,visual,1.0,2018.0,True,7200.0,3861.4035087719294,3861.4035087719294,0
10499.999999999998,419ced2961fa,hiv,,visual,1.0,2019.0,True,7053.0,3446.999999999998,3446.999999999998,0
25754.38596491228,419ced2961fa,drugOverdose,,visual,1.0,2003.0,True,25785.0,30.61403508771764,-30.61403508771764,0
28561.40350877193,419ced2961fa,drugOverdose,,visual,1.0,2004.0,True,27424.0,1137.4035087719312,1137.4035087719312,0
31649.122807017546,419ced2961fa,drugOverdose,,visual,1.0,2005.0,True,29813.0,1836.1228070175457,1836.1228070175457,0
33894.73684210526,419ced2961fa,drugOverdose,,visual,1.0,2006.0,True,34425.0,530.2631578947403,-530.2631578947403,0
36140.35087719298,419ced2961fa,drugOverdose,,visual,1.0,2007.0,True,36010.0,130.35087719297735,130.35087719297735,0
37824.56140350877,419ced2961fa,drugOverdose,,visual,1.0,2008.0,True,36450.0,1374.561403508771,1374.561403508771,0
40070.17543859649,419ced2961fa,drugOverdose,,visual,1.0,2009.0,True,37004.0,3066.1754385964887,3066.1754385964887,0
42877.19298245614,419ced2961fa,drugOverdose,,visual,1.0,2010.0,True,38329.0,4548.1929824561375,4548.1929824561375,0
45403.508771929824,419ced2961fa,drugOverdose,,visual,1.0,2011.0,True,41340.0,4063.508771929824,4063.508771929824,0
47929.824561403504,419ced2961fa,drugOverdose,,visual,1.0,2012.0,True,41502.0,6427.824561403504,6427.824561403504,0
50736.84210526315,419ced2961fa,drugOverdose,,visual,1.0,2013.0,True,43982.0,6754.842105263153,6754.842105263153,0
54105.26315789473,419ced2961fa,drugOverdose,,visual,1.0,2014.0,True,47055.0,7050.263157894733,7050.263157894733,0
59157.8947368421,419ced2961fa,drugOverdose,,visual,1.0,2015.0,True,52404.0,6753.8947368421,6753.8947368421,0
63368.42105263158,419ced2961fa,drugOverdose,,visual,1.0,2016.0,True,63632.0,263.5789473684199,-263.5789473684199,0
67017.54385964913,419ced2961fa,drugOverdose,,visual,1.0,2017.0,True,70237.0,3219.4561403508706,-3219.4561403508706,0
71228.0701754386,419ced2961fa,drugOverdose,,visual,1.0,2018.0,True,67367.0,3861.070175438596,3861.070175438596,0
79087.71929824562,419ced2961fa,drugOverdose,,visual,1.0,2019.0,True,70630.0,8457.719298245618,8457.719298245618,0
1.5811403508771926,419ced2961fa,southAfrica,,visual,1.0,2003.0,True,1.54,0.0411403508771925,0.0411403508771925,0
1.7565789473684212,419ced2961fa,southAfrica,,visual,1.0,2004.0,True,1.53,0.2265789473684212,0.2265789473684212,0
2.072368421052632,419ced2961fa,southAfrica,,visual,1.0,2005.0,True,1.5,0.5723684210526319,0.5723684210526319,0
2.388157894736842,419ced2961fa,southAfrica,,visual,1.0,2006.0,True,1.47,0.918157894736842,0.918157894736842,0
2.423245614035088,419ced2961fa,southAfrica,,visual,1.0,2007.0,True,1.42,1.0032456140350878,1.0032456140350878,0
2.528508771929825,419ced2961fa,southAfrica,,visual,1.0,2008.0,True,1.37,1.1585087719298248,1.1585087719298248,0
2.598684210526315,419ced2961fa,southAfrica,,visual,1.0,2009.0,True,1.32,1.278684210526315,1.278684210526315,0
2.6688596491228065,419ced2961fa,southAfrica,,visual,1.0,2010.0,True,1.32,1.3488596491228064,1.3488596491228064,0
2.6688596491228065,419ced2961fa,southAfrica,,visual,1.0,2011.0,True,1.27,1.3988596491228065,1.3988596491228065,0
2.6688596491228065,419ced2961fa,southAfrica,,visual,1.0,2012.0,True,1.22,1.4488596491228063,1.4488596491228063,0
2.739035087719298,419ced2961fa,southAfrica,,visual,1.0,2013.0,True,1.15,1.589035087719298,1.589035087719298,0
3.125,419ced2961fa,southAfrica,,visual,1.0,2014.0,True,1.09,2.035,2.035,0
3.4407894736842106,419ced2961fa,southAfrica,,visual,1.0,2015.0,True,1.04,2.4007894736842106,2.4007894736842106,0
3.510964912280702,419ced2961fa,southAfrica,,visual,1.0,2016.0,True,1.0,2.510964912280702,2.510964912280702,0
3.686403508771929,419ced2961fa,southAfrica,,visual,1.0,2017.0,True,1.0,2.6864035087719293,2.6864035087719293,0
4.00219298245614,419ced2961fa,southAfrica,,visual,1.0,2018.0,True,1.0,3.0021929824561404,3.0021929824561404,0
4.00219298245614,419ced2961fa,southAfrica,,visual,1.0,2019.0,True,0.98,3.0221929824561404,3.0221929824561404,0
1.2423245614035083,419ced2961fa,italy,,visual,1.0,2003.0,True,1.34,0.0976754385964917,-0.0976754385964917,0
1.2423245614035083,419ced2961fa,italy,,visual,1.0,2004.0,True,1.36,0.1176754385964917,-0.1176754385964917,0
1.1019736842105263,419ced2961fa,italy,,visual,1.0,2005.0,True,1.36,0.2580263157894735,-0.2580263157894735,0
1.031798245614035,419ced2961fa,italy,,visual,1.0,2006.0,True,1.36,0.328201754385965,-0.328201754385965,0
0.9967105263157894,419ced2961fa,italy,,visual,1.0,2007.0,True,1.35,0.3532894736842107,-0.3532894736842107,0
0.9967105263157894,419ced2961fa,italy,,visual,1.0,2008.0,True,1.34,0.3432894736842107,-0.3432894736842107,0
0.9967105263157894,419ced2961fa,italy,,visual,1.0,2009.0,True,1.33,0.3332894736842107,-0.3332894736842107,0
0.926535087719298,419ced2961fa,italy,,visual,1.0,2010.0,True,1.32,0.3934649122807021,-0.3934649122807021,0
0.926535087719298,419ced2961fa,italy,,visual,1.0,2011.0,True,1.29,0.3634649122807021,-0.3634649122807021,0
0.926535087719298,419ced2961fa,italy,,visual,1.0,2012.0,True,1.24,0.313464912280702,-0.313464912280702,0
0.926535087719298,419ced2961fa,italy,,visual,1.0,2013.0,True,1.18,0.253464912280702,-0.253464912280702,0
0.926535087719298,419ced2961fa,italy,,visual,1.0,2014.0,True,1.13,0.2034649122807019,-0.2034649122807019,0
0.8563596491228065,419ced2961fa,italy,,visual,1.0,2015.0,True,1.1,0.2436403508771936,-0.2436403508771936,0
0.7510964912280704,419ced2961fa,italy,,visual,1.0,2016.0,True,1.08,0.3289035087719296,-0.3289035087719296,0
0.7160087719298247,419ced2961fa,italy,,visual,1.0,2017.0,True,1.07,0.3539912280701753,-0.3539912280701753,0
0.7160087719298247,419ced2961fa,italy,,visual,1.0,2018.0,True,1.05,0.3339912280701753,-0.3339912280701753,0
0.7861842105263162,419ced2961fa,italy,,visual,1.0,2019.0,True,1.01,0.2238157894736838,-0.2238157894736838,0
2.7631578947368416,419ced2961fa,population,,visual,1.0,2003.0,True,2.75,0.0131578947368415,0.0131578947368415,0
2.9035087719298245,419ced2961fa,population,,visual,1.0,2004.0,True,2.81,0.0935087719298244,0.0935087719298244,0
3.078947368421052,419ced2961fa,population,,visual,1.0,2005.0,True,2.87,0.2089473684210521,0.2089473684210521,0
3.2894736842105265,419ced2961fa,population,,visual,1.0,2006.0,True,2.91,0.3794736842105264,0.3794736842105264,0
3.5701754385964914,419ced2961fa,population,,visual,1.0,2007.0,True,2.94,0.6301754385964915,0.6301754385964915,0
3.9210526315789473,419ced2961fa,population,,visual,1.0,2008.0,True,2.98,0.9410526315789474,0.9410526315789474,0
4.201754385964912,419ced2961fa,population,,visual,1.0,2009.0,True,3.01,1.191754385964912,1.191754385964912,0
4.482456140350877,419ced2961fa,population,,visual,1.0,2010.0,True,3.05,1.4324561403508769,1.4324561403508769,0
4.728070175438597,419ced2961fa,population,,visual,1.0,2011.0,True,3.11,1.6180701754385969,1.6180701754385969,0
4.9035087719298245,419ced2961fa,population,,visual,1.0,2012.0,True,3.19,1.7135087719298243,1.7135087719298243,0
5.078947368421053,419ced2961fa,population,,visual,1.0,2013.0,True,3.28,1.7989473684210533,1.7989473684210533,0
5.219298245614034,419ced2961fa,population,,visual,1.0,2014.0,True,3.37,1.849298245614034,1.849298245614034,0
5.359649122807017,419ced2961fa,population,,visual,1.0,2015.0,True,3.46,1.8996491228070167,1.8996491228070167,0
5.605263157894738,419ced2961fa,population,,visual,1.0,2016.0,True,3.56,2.045263157894738,2.045263157894738,0
5.885964912280701,419ced2961fa,population,,visual,1.0,2017.0,True,3.64,2.245964912280701,2.245964912280701,0
6.166666666666667,419ced2961fa,population,,visual,1.0,2018.0,True,3.67,2.496666666666667,2.496666666666667,0
6.166666666666667,419ced2961fa,population,,visual,1.0,2019.0,True,3.7,2.466666666666667,2.466666666666667,0
5350.877192982457,419ced2961fa,cocaine,,visual,1.0,2003.0,True,2747.0,2603.877192982457,2603.877192982457,0
5350.877192982457,419ced2961fa,cocaine,,visual,1.0,2004.0,True,3005.0,2345.877192982457,2345.877192982457,0
5350.877192982457,419ced2961fa,cocaine,,visual,1.0,2005.0,True,3269.0,2081.877192982457,2081.877192982457,0
5070.175438596491,419ced2961fa,cocaine,,visual,1.0,2006.0,True,3445.0,1625.1754385964914,1625.1754385964914,0
5070.175438596491,419ced2961fa,cocaine,,visual,1.0,2007.0,True,3477.0,1593.1754385964914,1593.1754385964914,0
3947.368421052629,419ced2961fa,cocaine,,visual,1.0,2008.0,True,3512.0,435.3684210526285,435.3684210526285,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2009.0,True,3545.0,1001.1403508771918,-1001.1403508771918,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2010.0,True,3592.0,1048.1403508771918,-1048.1403508771918,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2011.0,True,3814.0,1270.1403508771918,-1270.1403508771918,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2012.0,True,4043.0,1499.1403508771918,-1499.1403508771918,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2013.0,True,4385.0,1841.140350877192,-1841.140350877192,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2014.0,True,4864.0,2320.140350877192,-2320.140350877192,0
2543.859649122808,419ced2961fa,cocaine,,visual,1.0,2015.0,True,5517.0,2973.140350877192,-2973.140350877192,0
2824.561403508774,419ced2961fa,cocaine,,visual,1.0,2016.0,True,6364.0,3539.438596491226,-3539.438596491226,0
2824.561403508774,419ced2961fa,cocaine,,visual,1.0,2017.0,True,7188.0,4363.438596491225,-4363.438596491225,0
3666.6666666666624,419ced2961fa,cocaine,,visual,1.0,2018.0,True,7765.0,4098.333333333338,-4098.333333333338,0
3947.368421052629,419ced2961fa,cocaine,,visual,1.0,2019.0,True,8323.0,4375.631578947372,-4375.631578947372,0
4885.9649122807,419ced2961fa,heroin,,visual,1.0,2003.0,True,2080.0,2805.9649122807004,2805.9649122807004,0
4885.9649122807,419ced2961fa,heroin,,visual,1.0,2004.0,True,1878.0,3007.9649122807004,3007.9649122807004,0
4043.859649122803,419ced2961fa,heroin,,visual,1.0,2005.0,True,2009.0,2034.8596491228031,2034.8596491228031,0
3763.157894736846,419ced2961fa,heroin,,visual,1.0,2006.0,True,2088.0,1675.1578947368462,1675.1578947368462,0
3763.157894736846,419ced2961fa,heroin,,visual,1.0,2007.0,True,2399.0,1364.1578947368462,1364.1578947368462,0
5166.666666666666,419ced2961fa,heroin,,visual,1.0,2008.0,True,3041.0,2125.666666666666,2125.666666666666,0
5447.368421052632,419ced2961fa,heroin,,visual,1.0,2009.0,True,3278.0,2169.368421052632,2169.368421052632,0
5447.368421052632,419ced2961fa,heroin,,visual,1.0,2010.0,True,3036.0,2411.368421052632,2411.368421052632,0
6570.175438596495,419ced2961fa,heroin,,visual,1.0,2011.0,True,4397.0,2173.175438596495,2173.175438596495,0
7692.982456140349,419ced2961fa,heroin,,visual,1.0,2012.0,True,5925.0,1767.9824561403493,1767.9824561403493,0
10219.298245614033,419ced2961fa,heroin,,visual,1.0,2013.0,True,8257.0,1962.2982456140328,1962.2982456140328,0
11061.40350877193,419ced2961fa,heroin,,visual,1.0,2014.0,True,10574.0,487.4035087719294,487.4035087719294,0
12184.210526315794,419ced2961fa,heroin,,visual,1.0,2015.0,True,12989.0,804.7894736842063,-804.7894736842063,0
14149.122807017544,419ced2961fa,heroin,,visual,1.0,2016.0,True,15482.0,1332.877192982456,-1332.877192982456,0
16956.140350877195,419ced2961fa,heroin,,visual,1.0,2017.0,True,15482.0,1474.1403508771946,1474.1403508771946,0
18078.947368421057,419ced2961fa,heroin,,visual,1.0,2018.0,True,14996.0,3082.947368421057,3082.947368421057,0
20043.85964912281,419ced2961fa,heroin,,visual,1.0,2019.0,True,14019.0,6024.859649122809,6024.859649122809,0
5263.157894736841,419ced2961fa,opioids,,visual,1.0,2003.0,True,1400.0,3863.1578947368407,3863.1578947368407,0
6385.964912280704,419ced2961fa,opioids,,visual,1.0,2004.0,True,1664.0,4721.964912280704,4721.964912280704,0
7508.771929824558,419ced2961fa,opioids,,visual,1.0,2005.0,True,1742.0,5766.771929824558,5766.771929824558,0
8912.280701754387,419ced2961fa,opioids,,visual,1.0,2006.0,True,2707.0,6205.280701754387,6205.280701754387,0
11719.298245614036,419ced2961fa,opioids,,visual,1.0,2007.0,True,2213.0,9506.298245614036,9506.298245614036,0
13964.912280701754,419ced2961fa,opioids,,visual,1.0,2008.0,True,2306.0,11658.912280701754,11658.912280701754,0
16491.228070175435,419ced2961fa,opioids,,visual,1.0,2009.0,True,2946.0,13545.228070175435,13545.228070175435,0
19859.64912280701,419ced2961fa,opioids,,visual,1.0,2010.0,True,3007.0,16852.649122807015,16852.649122807015,0
