Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
397,2,4,4,4b2e5fb5f3ea,Draw,Drug-use disorder,two,2,2,3,2,4,5,4,4,5,4,Woman,Middle Eastern,Undergraduate,29,,,,1679527325963,1679527824152,8.30315,second,8,Emily,27,"The eagles players commented that turf conditions during the game may have contributed to their poor performance, but don't blame it for their loss.",0,9,13,13,2.81773722439974,2.35029024767802,0.281773722439974,1.53034689113927,1.16969169246646,0.153034689113927
398,2,3,2,4b2e5fb5f3ea,Draw,Synthetic opioids,two,2,2,3,2,4,5,4,4,5,4,Woman,Middle Eastern,Undergraduate,29,,,,1679527325963,1679527824152,8.30315,second,8,Emily,27,"The eagles players commented that turf conditions during the game may have contributed to their poor performance, but don't blame it for their loss.",0,9,13,13,13100.1986210528,10401.6288088643,0.16375248276316,19495.5907903196,15614.2326869806,0.243694884878995
399,4,5,5,661f59d9bf94,Draw,Drug overdoses,two,2,3,4,4,4,4,3,5,4,2,Woman,Hispanic/Latino,High School,20,,,,1679527327256,1679528395458,17.8033666666667,Second,8,Emily,27,"The Eagles mention that the turf the Super Bowl was played on was not in the best condition, but they are not fully blaming the grass on why they lost.",0,13,11,11,5465.9526211002,2617.12763440079,0.0683244077637525,13393.3193911981,-8550.40070505999,0.167416492389976
400,4,4,4,661f59d9bf94,Draw,Drug-use disorder,two,2,3,4,4,4,4,3,5,4,2,Woman,Hispanic/Latino,High School,20,,,,1679527327256,1679528395458,17.8033666666667,Second,8,Emily,27,"The Eagles mention that the turf the Super Bowl was played on was not in the best condition, but they are not fully blaming the grass on why they lost.",0,13,11,11,1.83146622449407,1.22708585599382,0.183146622449407,1.66819756003935,1.28281339442644,0.166819756003935
401,5,5,4,661f59d9bf94,Draw,Synthetic opioids,two,2,3,4,4,4,4,3,5,4,2,Woman,Hispanic/Latino,High School,20,,,,1679527327256,1679528395458,17.8033666666667,Second,8,Emily,27,"The Eagles mention that the turf the Super Bowl was played on was not in the best condition, but they are not fully blaming the grass on why they lost.",0,13,11,11,9427.73406610389,7580.37967564239,0.117846675826299,19867.0824906023,-7454.39810566713,0.248338531132529
402,3,2,5,f67275a74a12,Categorize,Drug overdoses,two,3,2,4,2,4,4,5,5,5,5,Man,other,Undergraduate,24,mixed,,,1679527330859,1679530078005,45.7857666666667,first,7,June,27,"The conditions of the field made it difficult to play, but didn't determine the outcome of the game.",0,11,13,15,6376.74573809963,3895.84829721361,0.0797093217262454,,,
403,3,3,5,f67275a74a12,Categorize,Drug-use disorder,two,3,2,4,2,4,4,5,5,5,5,Man,other,Undergraduate,24,mixed,,,1679527330859,1679530078005,45.7857666666667,first,7,June,27,"The conditions of the field made it difficult to play, but didn't determine the outcome of the game.",0,11,13,15,2.3425655044275,1.87609004127967,0.23425655044275,,,
404,3,1,5,f67275a74a12,Categorize,Synthetic opioids,two,3,2,4,2,4,4,5,5,5,5,Man,other,Undergraduate,24,mixed,,,1679527330859,1679530078005,45.7857666666667,first,7,June,27,"The conditions of the field made it difficult to play, but didn't determine the outcome of the game.",0,11,13,15,12906.8042017899,10778.8217913204,0.161335052522374,,,
405,5,1,5,cbb302de0f91,Categorize,Drug overdoses,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,32,,,,1679527333634,1679527849237,8.59338333333333,2,8,emily,27,Turf was bad for a football game making it slippery,0,20,15,15,17917.2350407828,16589.08875129,0.223965438009785,,,
406,5,1,5,cbb302de0f91,Categorize,Drug-use disorder,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,32,,,,1679527333634,1679527849237,8.59338333333333,2,8,emily,27,Turf was bad for a football game making it slippery,0,20,15,15,3.31544105616455,3.03101780185758,0.331544105616455,,,
407,5,1,5,cbb302de0f91,Categorize,Synthetic opioids,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,32,,,,1679527333634,1679527849237,8.59338333333333,2,8,emily,27,Turf was bad for a football game making it slippery,0,20,15,15,15064.5419836614,7730.80701754386,0.188306774795767,,,
408,4,3,5,c8f1855efc07,Categorize,Drug overdoses,two,5,5,3,4,4,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,20,,,,1679527335951,1679528179631,14.0613333333333,first,eight,emily,none,"Both teams that played in the super bowl said that the turf was bad to run on, however in interviews from each team the winning head coach and a losing player said it did not affect the outcome",0,17,14,15,14012.6580748562,12502.4029564951,0.175158225935703,,,
409,2,4,4,c8f1855efc07,Categorize,Drug-use disorder,two,5,5,3,4,4,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,20,,,,1679527335951,1679528179631,14.0613333333333,first,eight,emily,none,"Both teams that played in the super bowl said that the turf was bad to run on, however in interviews from each team the winning head coach and a losing player said it did not affect the outcome",0,17,14,15,4.14079998975629,3.60474748375246,0.414079998975629,,,
410,4,5,4,c8f1855efc07,Categorize,Synthetic opioids,two,5,5,3,4,4,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,20,,,,1679527335951,1679528179631,14.0613333333333,first,eight,emily,none,"Both teams that played in the super bowl said that the turf was bad to run on, however in interviews from each team the winning head coach and a losing player said it did not affect the outcome",0,17,14,15,15297.9711593703,3880.99340301824,0.191224639492129,,,
411,5,5,5,f69c93c8c439,Categorize,Drug overdoses,two,4,5,5,5,4,5,5,5,5,5,Man,White/Caucasian/European,High School,27,,,,1679527336896,1679528068018,12.1853666666667,Second,8,Emily,27 cubic feet,Reddick was interviewed about the turf conditions on the field during the Super Bowl 2023 and how it affected both teams gameplay.,0,19,14,15,5049.57012845585,-250.178534571729,0.0631196266056981,,,
412,5,5,5,f69c93c8c439,Categorize,Drug-use disorder,two,4,5,5,5,4,5,5,5,5,5,Man,White/Caucasian/European,High School,27,,,,1679527336896,1679528068018,12.1853666666667,Second,8,Emily,27 cubic feet,Reddick was interviewed about the turf conditions on the field during the Super Bowl 2023 and how it affected both teams gameplay.,0,19,14,15,3.18963716226064,2.35061274509804,0.318963716226064,,,
413,5,4,5,f69c93c8c439,Categorize,Synthetic opioids,two,4,5,5,5,4,5,5,5,5,5,Man,White/Caucasian/European,High School,27,,,,1679527336896,1679528068018,12.1853666666667,Second,8,Emily,27 cubic feet,Reddick was interviewed about the turf conditions on the field during the Super Bowl 2023 and how it affected both teams gameplay.,0,19,14,15,7659.07673033636,3933.94644506001,0.0957384591292046,,,
414,4,3,4,424ffdb54eca,Control,Drug overdoses,two,4,4,2,3,3,4,1,4,5,5,Man,White/Caucasian/European,Undergraduate,66,,,,1679527343681,1679528059326,11.9274166666667,second,8,Emily,27,The Chief beat the Eagles in a game in Arizona and the field conditions were hard and slippery.,0,13,8,14,7553.26999251763,-3863.34388706141,0.0944158749064704,,,
415,3,3,3,424ffdb54eca,Control,Drug-use disorder,two,4,4,2,3,3,4,1,4,5,5,Man,White/Caucasian/European,Undergraduate,66,,,,1679527343681,1679528059326,11.9274166666667,second,8,Emily,27,The Chief beat the Eagles in a game in Arizona and the field conditions were hard and slippery.,0,13,8,14,1.18790771401787,-1.10794633642931,0.118790771401787,,,
416,4,4,4,424ffdb54eca,Control,Synthetic opioids,two,4,4,2,3,3,4,1,4,5,5,Man,White/Caucasian/European,Undergraduate,66,,,,1679527343681,1679528059326,11.9274166666667,second,8,Emily,27,The Chief beat the Eagles in a game in Arizona and the field conditions were hard and slippery.,0,13,8,14,16941.038708262,15408.8903580909,0.211762983853275,,,
417,3,3,4,ff1e8da16508,Draw,Drug overdoses,two,3,2,3,3,4,3,2,4,4,3,Woman,White/Caucasian/European,Undergraduate,43,,,,1679527349170,1679527996993,10.79705,second,8,Emily,3,Poor turf conditions made the Super Bowl 2023 game extra difficult and frustrating for players.,0,11,9,11,14695.6196541107,-13027.4265431502,0.183695245676383,10213.8719970952,-8371.07979392415,0.12767339996369
418,2,2,2,ff1e8da16508,Draw,Drug-use disorder,two,3,2,3,3,4,3,2,4,4,3,Woman,White/Caucasian/European,Undergraduate,43,,,,1679527349170,1679527996993,10.79705,second,8,Emily,3,Poor turf conditions made the Super Bowl 2023 game extra difficult and frustrating for players.,0,11,9,11,1.72055479493179,1.00502243120727,0.172055479493179,0.78012665192805,0.670897404500451,0.078012665192805
419,3,3,3,ff1e8da16508,Draw,Synthetic opioids,two,3,2,3,3,4,3,2,4,4,3,Woman,White/Caucasian/European,Undergraduate,43,,,,1679527349170,1679527996993,10.79705,second,8,Emily,3,Poor turf conditions made the Super Bowl 2023 game extra difficult and frustrating for players.,0,11,9,11,3004.80694458785,749.686324157434,0.0375600868073481,15479.5780797473,-1111.80952071791,0.193494725996841
420,3,2,3,332828743556,Draw,Drug overdoses,two,1,1,3,3,4,4,4,4,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527351876,1679529238149,31.4378833333333,First,Eight,Emily,27,"The turf at the Super Bowl was not ideal to play on, causing adversity for the Eagles, who had performed well prior to this game.",0,8,12,13,2408.31345015519,847.086687306502,0.0301039181269399,12853.4666241199,10886.302373581,0.160668332801499
421,3,3,3,332828743556,Draw,Drug-use disorder,two,1,1,3,3,4,4,4,4,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527351876,1679529238149,31.4378833333333,First,Eight,Emily,27,"The turf at the Super Bowl was not ideal to play on, causing adversity for the Eagles, who had performed well prior to this game.",0,8,12,13,0.461335719984672,0.419659442724458,0.0461335719984672,1.56829103879298,1.01821465428277,0.156829103879298
422,3,3,3,332828743556,Draw,Synthetic opioids,two,1,1,3,3,4,4,4,4,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527351876,1679529238149,31.4378833333333,First,Eight,Emily,27,"The turf at the Super Bowl was not ideal to play on, causing adversity for the Eagles, who had performed well prior to this game.",0,8,12,13,15498.9431687144,13047.7506925208,0.19373678960893,13560.0195828401,-5478.56509695291,0.169500244785501
423,1,1,1,02ed7f14506d,Control,Drug overdoses,two,1,1,2,2,5,5,3,5,5,3,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527352856,1679528442114,18.1543,2,8,Emily,27,"I don't understand football so all I can say is, there was some discussion about whether playing conditions influenced the outcome.",0,6,13,13,9871.57476675641,8917.67407187194,0.123394684584455,,,
424,1,1,1,02ed7f14506d,Control,Drug-use disorder,two,1,1,2,2,5,5,3,5,5,3,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527352856,1679528442114,18.1543,2,8,Emily,27,"I don't understand football so all I can say is, there was some discussion about whether playing conditions influenced the outcome.",0,6,13,13,0.570229540164492,-0.43529422472628,0.0570229540164492,,,
425,1,1,1,02ed7f14506d,Control,Synthetic opioids,two,1,1,2,2,5,5,3,5,5,3,Woman,White/Caucasian/European,Undergraduate,69,,,,1679527352856,1679528442114,18.1543,2,8,Emily,27,"I don't understand football so all I can say is, there was some discussion about whether playing conditions influenced the outcome.",0,6,13,13,29887.7609034827,27931.9606327187,0.373597011293534,,,
426,3,2,4,672c42ea505c,Categorize,Drug overdoses,two,3,3,3,3,4,4,4,4,5,5,Woman,White/Caucasian/European,High School,42,,,,1679527354427,1679529995957,44.0255,2nd,8,Emily,0,"The Eagles are frustrated about the turf in the Super Bowl 2023 game- which made it rough for both teams to play, but still say that ultimately the Chiefs deserved to win and the field didn't determine the win.",0,12,12,14,6093.29159110765,-2530.36429308566,0.0761661448888457,,,
427,2,1,3,672c42ea505c,Categorize,Drug-use disorder,two,3,3,3,3,4,4,4,4,5,5,Woman,White/Caucasian/European,High School,42,,,,1679527354427,1679529995957,44.0255,2nd,8,Emily,0,"The Eagles are frustrated about the turf in the Super Bowl 2023 game- which made it rough for both teams to play, but still say that ultimately the Chiefs deserved to win and the field didn't determine the win.",0,12,12,14,0.207125039391877,0.177044633642931,0.0207125039391877,,,
428,4,3,4,672c42ea505c,Categorize,Synthetic opioids,two,3,3,3,3,4,4,4,4,5,5,Woman,White/Caucasian/European,High School,42,,,,1679527354427,1679529995957,44.0255,2nd,8,Emily,0,"The Eagles are frustrated about the turf in the Super Bowl 2023 game- which made it rough for both teams to play, but still say that ultimately the Chiefs deserved to win and the field didn't determine the win.",0,12,12,14,5176.66312670072,-1462.17543859649,0.0647082890837589,,,
429,1,3,3,d4e287b5e8c8,Draw,Drug overdoses,two,3,2,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527355097,1679528947448,26.5391833333333,second,8,Emily,27,"The Philadelphia Eagles were unhappy with field conditions at Super Bowl 2023, though they aren't attributing it to their loss.",0,10,14,15,15133.8129947076,-12139.1519950497,0.189172662433844,15497.6166062686,-11341.0769519156,0.193720207578358
430,1,4,3,d4e287b5e8c8,Draw,Drug-use disorder,two,3,2,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527355097,1679528947448,26.5391833333333,second,8,Emily,27,"The Philadelphia Eagles were unhappy with field conditions at Super Bowl 2023, though they aren't attributing it to their loss.",0,10,14,15,0.153221761657067,-0.103517193395656,0.0153221761657067,0.948525294578832,0.700060556449142,0.0948525294578832
431,1,3,3,d4e287b5e8c8,Draw,Synthetic opioids,two,3,2,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527355097,1679528947448,26.5391833333333,second,8,Emily,27,"The Philadelphia Eagles were unhappy with field conditions at Super Bowl 2023, though they aren't attributing it to their loss.",0,10,14,15,16125.5816560005,10953.2633675446,0.201569770700006,16992.9970421758,-8006.41696603763,0.212412463027197
432,4,3,4,dba659d08cfd,Categorize,Drug overdoses,two,3,2,4,4,5,4,5,5,5,3,Woman,White/Caucasian/European,High School,20,,,,1679527356851,1679528244115,14.7877333333333,second,8,emily,27,The eagles lost a game and believe it was due to the poor conditions of the field despite it being for the NFL.,0,13,14,13,6142.37008514075,4679.90402476781,0.0767796260642594,,,
433,4,3,3,dba659d08cfd,Categorize,Drug-use disorder,two,3,2,4,4,5,4,5,5,5,3,Woman,White/Caucasian/European,High School,20,,,,1679527356851,1679528244115,14.7877333333333,second,8,emily,27,The eagles lost a game and believe it was due to the poor conditions of the field despite it being for the NFL.,0,13,14,13,4.09164939738945,3.51202270381837,0.409164939738945,,,
434,4,4,4,dba659d08cfd,Categorize,Synthetic opioids,two,3,2,4,4,5,4,5,5,5,3,Woman,White/Caucasian/European,High School,20,,,,1679527356851,1679528244115,14.7877333333333,second,8,emily,27,The eagles lost a game and believe it was due to the poor conditions of the field despite it being for the NFL.,0,13,14,13,45148.0907499352,42225.9593721145,0.56435113437419,,,
435,3,4,4,26818c478743,Draw,Drug overdoses,two,3,3,3,4,4,5,4,5,5,4,Woman,White/Caucasian/European,other,41,,Associates Degree,,1679527361040,1679528280270,15.3205,second,8,emily,0,The field conditions effected the play during the super bowl.,0,13,13,14,10700.878160746,-9427.00689338235,0.133760977009325,11104.2152064064,-6553.94187790249,0.138802690080081
436,4,5,4,26818c478743,Draw,Drug-use disorder,two,3,3,3,4,4,5,4,5,5,4,Woman,White/Caucasian/European,other,41,,Associates Degree,,1679527361040,1679528280270,15.3205,second,8,emily,0,The field conditions effected the play during the super bowl.,0,13,13,14,1.66999851099503,1.11640888288909,0.166999851099503,2.97767781155364,2.54881342365277,0.297767781155364
437,4,3,4,26818c478743,Draw,Synthetic opioids,two,3,3,3,4,4,5,4,5,5,4,Woman,White/Caucasian/European,other,41,,Associates Degree,,1679527361040,1679528280270,15.3205,second,8,emily,0,The field conditions effected the play during the super bowl.,0,13,13,14,22293.6786272353,19650.5242021584,0.278670982840441,13912.9680345178,10945.8099210815,0.173912100431473
438,3,1,3,2d63220b2251,Control,Drug overdoses,two,2,2,2,2,5,4,5,5,5,5,Man,White/Caucasian/European,High School,40,,,,1679527364740,1679528890222,25.4247,First,seven,June,27,The Eagles have been complaining about the state of the turf of the football field in Arizona.,0,8,14,15,11428.9501682801,10508.3895707421,0.142861877103501,,,
439,3,3,3,2d63220b2251,Control,Drug-use disorder,two,2,2,2,2,5,4,5,5,5,5,Man,White/Caucasian/European,High School,40,,,,1679527364740,1679528890222,25.4247,First,seven,June,27,The Eagles have been complaining about the state of the turf of the football field in Arizona.,0,8,14,15,0.918884452056929,0.876444788441693,0.0918884452056929,,,
440,3,3,3,2d63220b2251,Control,Synthetic opioids,two,2,2,2,2,5,4,5,5,5,5,Man,White/Caucasian/European,High School,40,,,,1679527364740,1679528890222,25.4247,First,seven,June,27,The Eagles have been complaining about the state of the turf of the football field in Arizona.,0,8,14,15,28965.1546813519,26228.1764755742,0.362064433516898,,,
441,5,2,4,770fe292d61e,Categorize,Drug overdoses,two,4,3,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,66,,,,1679527366865,1679528294170,15.4550833333333,1st,8,Emily,27,"The teams are complaining about the turf in Arizona that the superbowl 2023 was played on, and stating at the same time it bore no responsibility for whom won.",0,15,11,11,7160.95332418286,-5978.24871001032,0.0895119165522858,,,
442,4,2,4,770fe292d61e,Categorize,Drug-use disorder,two,4,3,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,66,,,,1679527366865,1679528294170,15.4550833333333,1st,8,Emily,27,"The teams are complaining about the turf in Arizona that the superbowl 2023 was played on, and stating at the same time it bore no responsibility for whom won.",0,15,11,11,2.18070574661108,1.64285990712074,0.218070574661108,,,
443,4,2,4,770fe292d61e,Categorize,Synthetic opioids,two,4,3,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,66,,,,1679527366865,1679528294170,15.4550833333333,1st,8,Emily,27,"The teams are complaining about the turf in Arizona that the superbowl 2023 was played on, and stating at the same time it bore no responsibility for whom won.",0,15,11,11,13239.440715985,6139.85595567867,0.165493008949812,,,
444,4,4,4,690d7fc5e474,Control,Drug overdoses,two,3,3,4,4,4,4,4,5,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527371792,1679528408171,17.2729833333333,second,eight,Emily,27 cubic feet,"The Eagles had a hard time playing the Super Bowl Game because of the poor field conditions, and while it didn't make them lose, it was disappointing to them.",0,14,12,14,9357.18063568434,1796.00309597523,0.116964757946054,,,
445,4,5,5,690d7fc5e474,Control,Drug-use disorder,two,3,3,4,4,4,4,4,5,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527371792,1679528408171,17.2729833333333,second,eight,Emily,27 cubic feet,"The Eagles had a hard time playing the Super Bowl Game because of the poor field conditions, and while it didn't make them lose, it was disappointing to them.",0,14,12,14,2.62198074264408,2.18946078431373,0.262198074264408,,,
446,4,5,5,690d7fc5e474,Control,Synthetic opioids,two,3,3,4,4,4,4,4,5,5,4,Woman,White/Caucasian/European,High School,20,,,,1679527371792,1679528408171,17.2729833333333,second,eight,Emily,27 cubic feet,"The Eagles had a hard time playing the Super Bowl Game because of the poor field conditions, and while it didn't make them lose, it was disappointing to them.",0,14,12,14,24913.5424719585,17485.8855032318,0.311419280899482,,,
447,4,4,4,72ccf9d100e3,Control,Drug overdoses,two,5,5,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,60,,,,1679527373622,1679528978768,26.7524333333333,2,8,Emily,9,The Eagles were disappointed about losing the game but were first to admit it wasn't the turf. Both teams played on the same turf so both teams had the same disadvantages ,0,18,14,14,19132.1933828059,17725.5696594427,0.239152417285074,,,
448,3,1,4,72ccf9d100e3,Control,Drug-use disorder,two,5,5,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,60,,,,1679527373622,1679528978768,26.7524333333333,2,8,Emily,9,The Eagles were disappointed about losing the game but were first to admit it wasn't the turf. Both teams played on the same turf so both teams had the same disadvantages ,0,18,14,14,1.79791548551186,-1.53864164086687,0.179791548551186,,,
449,4,4,4,72ccf9d100e3,Control,Synthetic opioids,two,5,5,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,60,,,,1679527373622,1679528978768,26.7524333333333,2,8,Emily,9,The Eagles were disappointed about losing the game but were first to admit it wasn't the turf. Both teams played on the same turf so both teams had the same disadvantages ,0,18,14,14,26971.3107133515,24467.4182825485,0.337141383916894,,,
450,4,3,4,49024497d30a,Categorize,Drug overdoses,two,2,2,3,3,4,4,2,4,4,1,Man,White/Caucasian/European,High School,30,,,,1679527377128,1679527921500,9.07286666666667,first,8,Emily,3,The Eagles complain that the terrible turf is why they weren't able to generate any sacks during a football game.,0,10,10,9,4778.42159110232,1988.46974520688,0.059730269888779,,,
451,4,4,4,49024497d30a,Categorize,Drug-use disorder,two,2,2,3,3,4,4,2,4,4,1,Man,White/Caucasian/European,High School,30,,,,1679527377128,1679527921500,9.07286666666667,first,8,Emily,3,The Eagles complain that the terrible turf is why they weren't able to generate any sacks during a football game.,0,10,10,9,3.29450979536303,2.68823531109482,0.329450979536303,,,
452,5,5,5,49024497d30a,Categorize,Synthetic opioids,two,2,2,3,3,4,4,2,4,4,1,Man,White/Caucasian/European,High School,30,,,,1679527377128,1679527921500,9.07286666666667,first,8,Emily,3,The Eagles complain that the terrible turf is why they weren't able to generate any sacks during a football game.,0,10,10,9,12952.1763681682,11313.67889579,0.161902204602103,,,
453,2,1,4,218a90129b5a,Control,Drug overdoses,two,1,2,2,2,4,5,4,5,5,4,Woman,other,High School,42,Ashkenazi Jewish,,,1679527378415,1679528016668,10.63755,First,8,Emily,27,The field conditions affected the game,0,7,13,14,13894.8195547264,12530.4733374313,0.17368524443408,,,
454,2,1,3,218a90129b5a,Control,Drug-use disorder,two,1,2,2,2,4,5,4,5,5,4,Woman,other,High School,42,Ashkenazi Jewish,,,1679527378415,1679528016668,10.63755,First,8,Emily,27,The field conditions affected the game,0,7,13,14,3.07834876837187,2.48193993130459,0.307834876837187,,,
455,3,2,4,218a90129b5a,Control,Synthetic opioids,two,1,2,2,2,4,5,4,5,5,4,Woman,other,High School,42,Ashkenazi Jewish,,,1679527378415,1679528016668,10.63755,First,8,Emily,27,The field conditions affected the game,0,7,13,14,12467.7765528936,10265.4808474723,0.15584720691117,,,
456,2,1,2,7e2e65f74975,Categorize,Drug overdoses,two,3,3,2,3,3,1,5,3,2,5,Man,White/Caucasian/European,Undergraduate,36,,,,1679527381472,1679528867340,24.7644666666667,Second,Eight,Emily,Zero,"The field conditions at the super bowl were a factor for both teams, and potentially impacted the result of the game.",0,11,9,10,14283.883485649,-12821.8336820337,0.178548543570612,,,
457,2,2,2,7e2e65f74975,Categorize,Drug-use disorder,two,3,3,2,3,3,1,5,3,2,5,Man,White/Caucasian/European,Undergraduate,36,,,,1679527381472,1679528867340,24.7644666666667,Second,Eight,Emily,Zero,"The field conditions at the super bowl were a factor for both teams, and potentially impacted the result of the game.",0,11,9,10,2.14735822070344,1.01609832795166,0.214735822070344,,,
458,2,3,2,7e2e65f74975,Categorize,Synthetic opioids,two,3,3,2,3,3,1,5,3,2,5,Man,White/Caucasian/European,Undergraduate,36,,,,1679527381472,1679528867340,24.7644666666667,Second,Eight,Emily,Zero,"The field conditions at the super bowl were a factor for both teams, and potentially impacted the result of the game.",0,11,9,10,9345.5665748436,7976.26956371191,0.116819582185545,,,
459,3,2,5,850c026e067b,Control,Drug overdoses,two,3,4,3,5,5,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,29,,,,1679527382019,1679529736766,39.2457833333333,second,8,Emily,27,The poor turf was an issue that became a point of frustration for players in the Super Bowl game.,0,15,13,14,5458.45216296113,1303.48503611971,0.0682306520370141,,,
460,2,2,4,850c026e067b,Control,Drug-use disorder,two,3,4,3,5,5,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,29,,,,1679527382019,1679529736766,39.2457833333333,second,8,Emily,27,The poor turf was an issue that became a point of frustration for players in the Super Bowl game.,0,15,13,14,0.223476874367781,-0.161061661506708,0.0223476874367781,,,
461,4,4,5,850c026e067b,Control,Synthetic opioids,two,3,4,3,5,5,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,29,,,,1679527382019,1679529736766,39.2457833333333,second,8,Emily,27,The poor turf was an issue that became a point of frustration for players in the Super Bowl game.,0,15,13,14,11958.8057643123,-1956.17359187443,0.149485072053903,,,
462,3,2,3,ab13a24fac2b,Draw,Drug overdoses,two,3,2,2,3,4,4,1,4,4,1,Man,White/Caucasian/European,Masters,79,,,,1679527384995,1679528531714,19.1119833333333,1,8,Juune,27,One of the Super Bowl players thinks the condition of the playing field was poor and it negatively affected the level of play during the game,0,10,9,9,4654.02136211971,1074.29432780577,0.0581752670264963,7235.18188187595,5641.30325666965,0.0904397735234494
463,3,3,3,ab13a24fac2b,Draw,Drug-use disorder,two,3,2,2,3,4,4,1,4,4,1,Man,White/Caucasian/European,Masters,79,,,,1679527384995,1679528531714,19.1119833333333,1,8,Juune,27,One of the Super Bowl players thinks the condition of the playing field was poor and it negatively affected the level of play during the game,0,10,9,9,1.14318642351545,0.985171896163892,0.114318642351545,2.98631536917891,2.41768182925765,0.298631536917891
464,3,2,2,ab13a24fac2b,Draw,Synthetic opioids,two,3,2,2,3,4,4,1,4,4,1,Man,White/Caucasian/European,Masters,79,,,,1679527384995,1679528531714,19.1119833333333,1,8,Juune,27,One of the Super Bowl players thinks the condition of the playing field was poor and it negatively affected the level of play during the game,0,10,9,9,8559.17622347072,7026.83267149921,0.106989702793384,11010.5351137818,7292.76057536935,0.137631688922272
465,4,4,5,ad10f74ece80,Control,Drug overdoses,two,5,4,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527385263,1679528056408,11.18575,second,8,Emily,9,The Eagles were disappointed in the condition of the turf for the Super Bowl game. ,0,17,11,11,6350.73404805212,-5370.1475748194,0.0793841756006514,,,
466,3,5,5,ad10f74ece80,Control,Drug-use disorder,two,5,4,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527385263,1679528056408,11.18575,second,8,Emily,9,The Eagles were disappointed in the condition of the turf for the Super Bowl game. ,0,17,11,11,0.936074950334486,0.80452786377709,0.0936074950334485,,,
467,5,5,5,ad10f74ece80,Control,Synthetic opioids,two,5,4,4,4,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527385263,1679528056408,11.18575,second,8,Emily,9,The Eagles were disappointed in the condition of the turf for the Super Bowl game. ,0,17,11,11,11234.3748062568,7222.72760849492,0.14042968507821,,,
468,5,5,4,74376661d9ca,Categorize,Drug overdoses,two,4,4,5,4,5,5,3,5,5,2,Woman,White/Caucasian/European,Undergraduate,25,,,,1679527385689,1679528461178,17.9248166666667,First,7,Emily,27,The ground that these football players played on was in horrible conditions and contributed to thee poor performance of both teams during the game.,0,17,13,12,14099.5178049102,9895.5902992776,0.176243972561377,,,
469,5,4,4,74376661d9ca,Categorize,Drug-use disorder,two,4,4,5,4,5,5,3,5,5,2,Woman,White/Caucasian/European,Undergraduate,25,,,,1679527385689,1679528461178,17.9248166666667,First,7,Emily,27,The ground that these football players played on was in horrible conditions and contributed to thee poor performance of both teams during the game.,0,17,13,12,1.28783117520997,0.999638802889577,0.128783117520997,,,
