Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,education.Comment,gender.Comment,race.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,vis_elic_rmse,vis_elic_signed_err,recall_rmse.sc,vis_elic_rmse.sc
495,2,1,1,92ffb561657c,Categorize,Synthetic opioids,one,4,4,4,4,4,5,5,5,5,5,Man,other,High School,24,,,Multiracial; White and Hispanic,1678825648330,1678826157877,8.49245,Second,8,Emily,27,"The field of a NFL football game greatly affected the performance of the Eagles, but it was not the reason for why they lost.",0,16,14,15,15915.0618427726,11977.0220488516,,,0.198938273034657,
496,5,5,5,1d82f41677c3,Categorize,Drug overdoses,one,5,5,5,5,5,5,3,5,5,3,Woman,White/Caucasian/European,High School,55,,,,1678825656684,1678826561119,15.0739166666667,second,8,Emily,0,Teams and coaches were frustrated and disappointed that the turf used in the games was crappy they thought it would be much better and not to use it as an excuse they played poorly. Very poorly. ,0,20,13,13,21934.2841426132,-7658.58926728587,,,0.274178551782665,
497,5,5,5,1d82f41677c3,Categorize,Drug-use disorder,one,5,5,5,5,5,5,3,5,5,3,Woman,White/Caucasian/European,High School,55,,,,1678825656684,1678826561119,15.0739166666667,second,8,Emily,0,Teams and coaches were frustrated and disappointed that the turf used in the games was crappy they thought it would be much better and not to use it as an excuse they played poorly. Very poorly. ,0,20,13,13,0.342993833635877,0.271536377708979,,,0.0342993833635877,
498,5,5,5,1d82f41677c3,Categorize,Synthetic opioids,one,5,5,5,5,5,5,3,5,5,3,Woman,White/Caucasian/European,High School,55,,,,1678825656684,1678826561119,15.0739166666667,second,8,Emily,0,Teams and coaches were frustrated and disappointed that the turf used in the games was crappy they thought it would be much better and not to use it as an excuse they played poorly. Very poorly. ,0,20,13,13,23107.875691661,20083.0692520776,,,0.288848446145762,
499,2,5,5,76a9e039655b,Draw,Drug overdoses,one,2,2,3,3,5,4,2,5,4,2,Man,White/Caucasian/European,High School,30,,,,1678825664548,1678826124582,7.66723333333333,Second,Eight,Emily,three,"In the superbowl the turf was not good and was too slippery, making the game much tougher for both teams.",0,10,11,11,9387.44132938832,-6820.35397316822,9946.48309103811,-4971.02476780186,0.117343016617354,0.124331038637976
500,1,2,2,76a9e039655b,Draw,Drug-use disorder,one,2,2,3,3,5,4,2,5,4,2,Man,White/Caucasian/European,High School,30,,,,1678825664548,1678826124582,7.66723333333333,Second,Eight,Emily,three,"In the superbowl the turf was not good and was too slippery, making the game much tougher for both teams.",0,10,11,11,0.393318325013908,0.377638028895769,2.22737372285336,2.02263286893705,0.0393318325013908,0.222737372285336
501,3,3,4,76a9e039655b,Draw,Synthetic opioids,one,2,2,3,3,5,4,2,5,4,2,Man,White/Caucasian/European,High School,30,,,,1678825664548,1678826124582,7.66723333333333,Second,Eight,Emily,three,"In the superbowl the turf was not good and was too slippery, making the game much tougher for both teams.",0,10,11,11,16900.1323184851,13127.8522622345,15235.555076268,-2680.08864265928,0.211251653981063,0.19044443845335
502,2,3,2,9560a304ac4d,Draw,Drug overdoses,one,2,3,2,4,3,4,4,3,5,5,Man,Middle Eastern,Undergraduate,23,,,,1678825671170,1678826080335,6.81941666666667,2,8,Emily,27,Players slipped and got mad on poor turf,0,11,11,13,2970.47230449554,-1652.73190789474,10212.3170026936,8587.11345459236,0.0371309038061942,0.12765396253367
503,2,2,2,9560a304ac4d,Draw,Drug-use disorder,one,2,3,2,4,3,4,4,3,5,5,Man,Middle Eastern,Undergraduate,23,,,,1678825671170,1678826080335,6.81941666666667,2,8,Emily,27,Players slipped and got mad on poor turf,0,11,11,13,1.03842333196415,0.833206387766866,2.85638814516664,2.30771151799536,0.103842333196415,0.285638814516665
504,3,2,2,9560a304ac4d,Draw,Synthetic opioids,one,2,3,2,4,3,4,4,3,5,5,Man,Middle Eastern,Undergraduate,23,,,,1678825671170,1678826080335,6.81941666666667,2,8,Emily,27,Players slipped and got mad on poor turf,0,11,11,13,6878.65069035257,3543.13388734995,16965.4981866701,-4774.50230840258,0.0859831336294071,0.212068727333376
505,3,1,2,01246d812169,Categorize,Drug overdoses,one,2,1,2,3,4,4,3,5,4,2,Man,White/Caucasian/European,Undergraduate,62,,,,1678825703287,1678826437775,12.2414666666667,first,8,Emily,27,"Poor turf conditions were rampant in the Super Bowl, but teams didn't blame it for the outcome since both sides were affected, even though it may have afffedted Philly's sltyle of play more.",0,8,11,11,7234.68498228892,6529.2332340709,,,0.0904335622786116,
506,2,2,2,01246d812169,Categorize,Drug-use disorder,one,2,1,2,3,4,4,3,5,4,2,Man,White/Caucasian/European,Undergraduate,62,,,,1678825703287,1678826437775,12.2414666666667,first,8,Emily,27,"Poor turf conditions were rampant in the Super Bowl, but teams didn't blame it for the outcome since both sides were affected, even though it may have afffedted Philly's sltyle of play more.",0,8,11,11,0.46735534713427,0.436816305469556,,,0.046735534713427,
507,3,2,3,01246d812169,Categorize,Synthetic opioids,one,2,1,2,3,4,4,3,5,4,2,Man,White/Caucasian/European,Undergraduate,62,,,,1678825703287,1678826437775,12.2414666666667,first,8,Emily,27,"Poor turf conditions were rampant in the Super Bowl, but teams didn't blame it for the outcome since both sides were affected, even though it may have afffedted Philly's sltyle of play more.",0,8,11,11,9553.19140603136,7683.94644506002,,,0.119414892575392,
508,3,2,2,66758b2d96a3,Categorize,Drug overdoses,one,1,1,4,3,5,3,2,5,3,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,37,,,,1678825722372,1678826310119,9.79578333333333,first,7,Emily,27,Poor turf condition affected the players performance.,0,9,10,9,7467.25688917641,6358.0515995872,,,0.0933407111147052,
509,3,2,2,66758b2d96a3,Categorize,Drug-use disorder,one,1,1,4,3,5,3,2,5,3,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,37,,,,1678825722372,1678826310119,9.79578333333333,first,7,Emily,27,Poor turf condition affected the players performance.,0,9,10,9,0.427530548259985,0.392327786377709,,,0.0427530548259985,
510,3,2,2,66758b2d96a3,Categorize,Synthetic opioids,one,1,1,4,3,5,3,2,5,3,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Doctorate,37,,,,1678825722372,1678826310119,9.79578333333333,first,7,Emily,27,Poor turf condition affected the players performance.,0,9,10,9,7285.93361566274,1155.20683287165,,,0.0910741701957842,
511,3,1,3,137978581411,Draw,Drug overdoses,one,2,2,3,3,3,4,2,4,4,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,19,,,,1678825740603,1678826132650,6.53411666666667,First,7,June,27,The field conditions negatively affected one of the teams and it made the game harder to play for them,0,10,9,9,7782.04008756606,-5119.06141358682,3931.79800326043,442.135495275412,0.0972755010945757,0.0491474750407554
512,2,2,3,137978581411,Draw,Drug-use disorder,one,2,2,3,3,3,4,2,4,4,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,19,,,,1678825740603,1678826132650,6.53411666666667,First,7,June,27,The field conditions negatively affected one of the teams and it made the game harder to play for them,0,10,9,9,2.14033850236122,1.82208473040223,1.91708900025823,1.60330248066023,0.214033850236122,0.191708900025823
513,2,3,3,137978581411,Draw,Synthetic opioids,one,2,2,3,3,3,4,2,4,4,1,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,19,,,,1678825740603,1678826132650,6.53411666666667,First,7,June,27,The field conditions negatively affected one of the teams and it made the game harder to play for them,0,10,9,9,9162.368700914,339.719660736959,9520.94292160588,2620.79247280413,0.114529608761425,0.119011786520073
514,3,3,3,b1ad2f878cbf,Draw,Drug overdoses,one,2,2,3,3,4,4,3,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,46,,,,1678825756680,1678826422266,11.0931,First,8 ,Emily,0,"The condition of the turf during the SuperBowl affected the players' ability to play, though the players are quick to say they aren't using it as an excuse. ",0,10,11,13,9734.22682848387,7720.76243227554,14226.1520619705,-8489.94957148156,0.121677835356048,0.177826900774632
515,3,3,3,b1ad2f878cbf,Draw,Drug-use disorder,one,2,2,3,3,4,4,3,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,46,,,,1678825756680,1678826422266,11.0931,First,8 ,Emily,0,"The condition of the turf during the SuperBowl affected the players' ability to play, though the players are quick to say they aren't using it as an excuse. ",0,10,11,13,1.33189335804709,1.29583041699924,1.0904821287948,1.02462928228703,0.133189335804709,0.10904821287948
516,4,4,4,b1ad2f878cbf,Draw,Synthetic opioids,one,2,2,3,3,4,4,3,5,5,3,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,46,,,,1678825756680,1678826422266,11.0931,First,8 ,Emily,0,"The condition of the turf during the SuperBowl affected the players' ability to play, though the players are quick to say they aren't using it as an excuse. ",0,10,11,13,23742.7197654642,20807.6065458542,14697.1793730837,-1434.37879984707,0.296783997068302,0.183714742163546
517,1,1,2,dfab507742fb,Categorize,Drug overdoses,one,2,2,2,2,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,58,,,,1678825777447,1678826606918,13.8245166666667,first,8,June,27,The turf was a potential deciding factor in the Eagles/Chiefs game.,0,8,11,11,5617.21185588158,1790.32714138286,,,0.0702151481985197,
518,2,1,2,dfab507742fb,Categorize,Drug-use disorder,one,2,2,2,2,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,58,,,,1678825777447,1678826606918,13.8245166666667,first,8,June,27,The turf was a potential deciding factor in the Eagles/Chiefs game.,0,8,11,11,0.167512524152712,-0.079566563467492,,,0.0167512524152712,
519,2,1,2,dfab507742fb,Categorize,Synthetic opioids,one,2,2,2,2,5,5,1,5,5,1,Woman,White/Caucasian/European,Undergraduate,58,,,,1678825777447,1678826606918,13.8245166666667,first,8,June,27,The turf was a potential deciding factor in the Eagles/Chiefs game.,0,8,11,11,22625.2730598492,20824.297322253,,,0.282815913248115,
520,2,2,2,ca185b7004c9,Categorize,Drug overdoses,one,1,3,2,2,3,3,5,4,4,5,Woman,White/Caucasian/European,Undergraduate,33,,,,1678825813756,1678826506370,11.5435666666667,second,8,Emily,0,NFL players felt that the turf used for the Super Bowl was hard to play on.,0,8,11,13,3741.91082212146,421.648090815273,,,0.0467738852765183,
521,2,2,2,ca185b7004c9,Categorize,Drug-use disorder,one,1,3,2,2,3,3,5,4,4,5,Woman,White/Caucasian/European,Undergraduate,33,,,,1678825813756,1678826506370,11.5435666666667,second,8,Emily,0,NFL players felt that the turf used for the Super Bowl was hard to play on.,0,8,11,13,0.146854204871714,-0.0132933436532507,,,0.0146854204871714,
522,2,2,2,ca185b7004c9,Categorize,Synthetic opioids,one,1,3,2,2,3,3,5,4,4,5,Woman,White/Caucasian/European,Undergraduate,33,,,,1678825813756,1678826506370,11.5435666666667,second,8,Emily,0,NFL players felt that the turf used for the Super Bowl was hard to play on.,0,8,11,13,5162.71209358806,2561.3702677747,,,0.0645339011698507,
523,3,1,3,f6fa10bc343f,Control,Drug overdoses,one,3,2,4,4,4,3,4,4,3,4,Man,"Indian, Pakistani, Bangladeshi, or any other Asian",Doctorate,34,,,,1678825820124,1678826572177,12.5342166666667,first ,7,June,27 cubic ft,The Eagles player said the turf they played on at superbown was not very good quality and that is part of the reason why they lost,0,13,11,11,12097.8326449099,-9140.80403847394,,,0.151222908061373,
524,3,1,3,f6fa10bc343f,Control,Drug-use disorder,one,3,2,4,4,4,3,4,4,3,4,Man,"Indian, Pakistani, Bangladeshi, or any other Asian",Doctorate,34,,,,1678825820124,1678826572177,12.5342166666667,first ,7,June,27 cubic ft,The Eagles player said the turf they played on at superbown was not very good quality and that is part of the reason why they lost,0,13,11,11,0.106576629960769,0.0235982826004575,,,0.0106576629960769,
525,3,1,4,f6fa10bc343f,Control,Synthetic opioids,one,3,2,4,4,4,3,4,4,3,4,Man,"Indian, Pakistani, Bangladeshi, or any other Asian",Doctorate,34,,,,1678825820124,1678826572177,12.5342166666667,first ,7,June,27 cubic ft,The Eagles player said the turf they played on at superbown was not very good quality and that is part of the reason why they lost,0,13,11,11,8382.6694590322,-1229.74950585757,,,0.104783368237903,
526,3,5,3,848b9af6f6f8,Control,Drug overdoses,one,2,1,1,2,4,5,5,5,5,4,Woman,White/Caucasian/European,High School,59,,,,1678825831290,1678826374351,9.05101666666667,first,seven,june,12,The turf use was poor and slowed them down,0,6,14,14,7275.84574024223,2951.57585139318,,,0.0909480717530279,
527,2,3,2,848b9af6f6f8,Control,Drug-use disorder,one,2,1,1,2,4,5,5,5,5,4,Woman,White/Caucasian/European,High School,59,,,,1678825831290,1678826374351,9.05101666666667,first,seven,june,12,The turf use was poor and slowed them down,0,6,14,14,1.82348349167548,1.60944917440661,,,0.182348349167548,
528,2,2,2,848b9af6f6f8,Control,Synthetic opioids,one,2,1,1,2,4,5,5,5,5,4,Woman,White/Caucasian/European,High School,59,,,,1678825831290,1678826374351,9.05101666666667,first,seven,june,12,The turf use was poor and slowed them down,0,6,14,14,19208.0342981289,-1979.25761772853,,,0.240100428726611,
529,2,1,2,2522d45316cf,Draw,Drug overdoses,one,4,2,2,2,4,4,3,5,4,3,Woman,other,High School,27,,,black & white,1678825832801,1678826668088,13.92145,second,8,emily,9,"The Eagles were upset with the turf used for the recent 2023 superbowl, though they acknowledged the other team still won fairly. ",0,10,11,12,6128.92276564465,5234.97398655186,3981.55284196648,3240.34205688855,0.0766115345705581,0.049769410524581
530,1,1,1,2522d45316cf,Draw,Drug-use disorder,one,4,2,2,2,4,4,3,5,4,3,Woman,other,High School,27,,,black & white,1678825832801,1678826668088,13.92145,second,8,emily,9,"The Eagles were upset with the turf used for the recent 2023 superbowl, though they acknowledged the other team still won fairly. ",0,10,11,12,0.740916560827582,0.606948244707011,2.63839746536351,2.24162316730763,0.0740916560827582,0.263839746536351
531,2,2,2,2522d45316cf,Draw,Synthetic opioids,one,4,2,2,2,4,4,3,5,4,3,Woman,other,High School,27,,,black & white,1678825832801,1678826668088,13.92145,second,8,emily,9,"The Eagles were upset with the turf used for the recent 2023 superbowl, though they acknowledged the other team still won fairly. ",0,10,11,12,6021.58213365686,5341.12927415166,16828.28801068,-7967.82561461219,0.0752697766707108,0.2103536001335
532,2,3,2,a242569ab155,Draw,Drug overdoses,one,2,1,2,2,4,3,4,4,2,4,Man,White/Caucasian/European,Undergraduate,30,,,,1678825833934,1678826522516,11.4763666666667,2,8,Emily,27,The superbowl field conditions were bad which potentially impacted pass rushing.,0,7,11,10,4097.38626428561,-2230.03806678922,17685.1096901718,-14036.0236189048,0.0512173283035702,0.221063871127147
533,2,2,1,a242569ab155,Draw,Drug-use disorder,one,2,1,2,2,4,3,4,4,2,4,Man,White/Caucasian/European,Undergraduate,30,,,,1678825833934,1678826522516,11.4763666666667,2,8,Emily,27,The superbowl field conditions were bad which potentially impacted pass rushing.,0,7,11,10,0.106558432786807,0.0886824191539279,1.30053187258403,1.2044371361826,0.0106558432786807,0.130053187258403
534,3,4,3,a242569ab155,Draw,Synthetic opioids,one,2,1,2,2,4,3,4,4,2,4,Man,White/Caucasian/European,Undergraduate,30,,,,1678825833934,1678826522516,11.4763666666667,2,8,Emily,27,The superbowl field conditions were bad which potentially impacted pass rushing.,0,7,11,10,7826.73938158446,4562.56324301708,21586.5562022377,-10618.7347284741,0.0978342422698057,0.269831952527971
535,2,3,2,20e93bc593f4,Categorize,Drug overdoses,one,1,1,1,1,3,5,4,4,5,4,Man,other,Undergraduate,29,,,mixed race,1678825864160,1678826530600,11.1073333333333,first,8,Emily,0,The Eagles lost and want the league to investigate a slippery field in Arizona. ,0,4,12,13,10899.2499786854,7009.72515963623,,,0.136240624733567,
536,1,4,1,20e93bc593f4,Categorize,Drug-use disorder,one,1,1,1,1,3,5,4,4,5,4,Man,other,Undergraduate,29,,,mixed race,1678825864160,1678826530600,11.1073333333333,first,8,Emily,0,The Eagles lost and want the league to investigate a slippery field in Arizona. ,0,4,12,13,0.492207575784101,0.414791810278798,,,0.0492207575784101,
537,5,2,5,20e93bc593f4,Categorize,Synthetic opioids,one,1,1,1,1,3,5,4,4,5,4,Man,other,Undergraduate,29,,,mixed race,1678825864160,1678826530600,11.1073333333333,first,8,Emily,0,The Eagles lost and want the league to investigate a slippery field in Arizona. ,0,4,12,13,14024.8658291,8646.26988833103,,,0.175310822863749,
538,1,2,1,2e9d57362fa4,Draw,Drug overdoses,one,3,2,1,2,3,3,3,3,3,3,Man,White/Caucasian/European,High School,26,,,,1678826139233,1678826541590,6.70595,First,7,june,27,Poor field conditions on superbowl.,0,8,9,9,8247.12930212123,-4086.09184726523,16248.3960482661,-12474.1207430341,0.103089116276515,0.203104950603327
539,1,1,1,2e9d57362fa4,Draw,Drug-use disorder,one,3,2,1,2,3,3,3,3,3,3,Man,White/Caucasian/European,High School,26,,,,1678826139233,1678826541590,6.70595,First,7,june,27,Poor field conditions on superbowl.,0,8,9,9,1.70558137118835,1.51199045407637,2.42204229475901,2.14563338493292,0.170558137118835,0.242204229475901
540,1,1,1,2e9d57362fa4,Draw,Synthetic opioids,one,3,2,1,2,3,3,3,3,3,3,Man,White/Caucasian/European,High School,26,,,,1678826139233,1678826541590,6.70595,First,7,june,27,Poor field conditions on superbowl.,0,8,9,9,16022.0512043113,14005.7377654663,10222.7412067686,300.982456140349,0.200275640053891,0.127784265084607
541,2,2,5,9bac59471840,Categorize,Drug overdoses,one,3,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,43,,,,1678826169094,1678826908809,12.3285833333333,second,8,Emily,27,"During Super Bowl 2023. the field's turf was challenging for both teams, particularly the Eagles, whose pass rushers struggled with its condtion in light of the Chiefs' quick passing game style.",0,15,14,14,5332.45401101291,-777.526252801705,,,0.0666556751376614,
542,3,2,5,9bac59471840,Categorize,Drug-use disorder,one,3,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,43,,,,1678826169094,1678826908809,12.3285833333333,second,8,Emily,27,"During Super Bowl 2023. the field's turf was challenging for both teams, particularly the Eagles, whose pass rushers struggled with its condtion in light of the Chiefs' quick passing game style.",0,15,14,14,0.229582751241541,-0.210661764705883,,,0.0229582751241541,
543,3,3,4,9bac59471840,Categorize,Synthetic opioids,one,3,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,43,,,,1678826169094,1678826908809,12.3285833333333,second,8,Emily,27,"During Super Bowl 2023. the field's turf was challenging for both teams, particularly the Eagles, whose pass rushers struggled with its condtion in light of the Chiefs' quick passing game style.",0,15,14,14,8588.79821302506,6670.32743338095,,,0.107359977662813,
544,5,2,5,0221a667af5a,Categorize,Drug overdoses,one,1,1,3,2,5,4,5,5,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1678826261920,1678827097603,13.92805,first,8,June,27',"During an NFL game, the poor turf made field conditions between both teams unfavorable, to the point where one player, Reddick, expresses his own disappointment on the lack of maintenance.",0,7,14,15,20132.4332101868,17003.9494324045,,,0.251655415127335,
545,3,2,5,0221a667af5a,Categorize,Drug-use disorder,one,1,1,3,2,5,4,5,5,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1678826261920,1678827097603,13.92805,first,8,June,27',"During an NFL game, the poor turf made field conditions between both teams unfavorable, to the point where one player, Reddick, expresses his own disappointment on the lack of maintenance.",0,7,14,15,1.27443612013234,1.08613261093911,,,0.127443612013234,
546,3,3,5,0221a667af5a,Categorize,Synthetic opioids,one,1,1,3,2,5,4,5,5,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1678826261920,1678827097603,13.92805,first,8,June,27',"During an NFL game, the poor turf made field conditions between both teams unfavorable, to the point where one player, Reddick, expresses his own disappointment on the lack of maintenance.",0,7,14,15,10516.0504348054,-2055.20406278855,,,0.131450630435068,
547,3,1,3,630f0bbf3c69,Draw,Drug overdoses,one,3,3,4,4,5,5,3,5,5,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,41,Associate's,,,1678826295187,1678826787234,8.20078333333333,second,8,Emily,3,"While the turf did not decide the outcome of the Super Bowl, it still needs to be improved.",0,14,13,13,15099.9794635344,13217.0557275542,12943.9202725141,12095.5386996904,0.18874974329418,0.161799003406426
548,3,1,2,630f0bbf3c69,Draw,Drug-use disorder,one,3,3,4,4,5,5,3,5,5,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,41,Associate's,,,1678826295187,1678826787234,8.20078333333333,second,8,Emily,3,"While the turf did not decide the outcome of the Super Bowl, it still needs to be improved.",0,14,13,13,1.5685919659508,1.38608746130031,3.37740915388878,2.88660345717234,0.15685919659508,0.337740915388879
549,3,3,3,630f0bbf3c69,Draw,Synthetic opioids,one,3,3,4,4,5,5,3,5,5,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,41,Associate's,,,1678826295187,1678826787234,8.20078333333333,second,8,Emily,3,"While the turf did not decide the outcome of the Super Bowl, it still needs to be improved.",0,14,13,13,13819.4858146567,6188.10156971376,19266.9813234718,-8932.62788550323,0.172743572683208,0.240837266543398
550,4,3,4,295c454fe04b,Control,Drug overdoses,one,4,3,3,4,3,4,5,5,5,5,Man,Hispanic/Latino,Undergraduate,25,,,,1678826481909,1678827554504,17.8765833333333,second,eight,Emily,9,The Eagles' game performance was not the best and part of the reason is because of the slipperiness of the turf that they had to play on,0,14,12,15,7032.12641331452,-4646.46336429309,,,0.0879015801664316,
551,3,1,4,295c454fe04b,Control,Drug-use disorder,one,4,3,3,4,3,4,5,5,5,5,Man,Hispanic/Latino,Undergraduate,25,,,,1678826481909,1678827554504,17.8765833333333,second,eight,Emily,9,The Eagles' game performance was not the best and part of the reason is because of the slipperiness of the turf that they had to play on,0,14,12,15,0.745756362170918,0.721613777089783,,,0.0745756362170918,
552,4,3,4,295c454fe04b,Control,Synthetic opioids,one,4,3,3,4,3,4,5,5,5,5,Man,Hispanic/Latino,Undergraduate,25,,,,1678826481909,1678827554504,17.8765833333333,second,eight,Emily,9,The Eagles' game performance was not the best and part of the reason is because of the slipperiness of the turf that they had to play on,0,14,12,15,8958.6606639319,-2015.73037857802,,,0.111983258299149,
553,3,3,3,f0be6fb28fc4,Categorize,Drug overdoses,one,1,1,1,1,3,4,3,3,4,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,20,,,,1678826760704,1678827486284,12.093,second,8,june,27,The field conditions decided the game and it affected both teams.,0,4,10,10,5726.80170730889,2997.24665106585,,,0.0715850213413612,
554,3,3,3,f0be6fb28fc4,Categorize,Drug-use disorder,one,1,1,1,1,3,4,3,3,4,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,20,,,,1678826760704,1678827486284,12.093,second,8,june,27,The field conditions decided the game and it affected both teams.,0,4,10,10,0.193264461275343,-0.132734924253418,,,0.0193264461275343,
555,3,3,3,f0be6fb28fc4,Categorize,Synthetic opioids,one,1,1,1,1,3,4,3,3,4,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,20,,,,1678826760704,1678827486284,12.093,second,8,june,27,The field conditions decided the game and it affected both teams.,0,4,10,10,33023.3117614517,29218.269815968,,,0.412791397018147,
556,1,2,2,ddd708f78c8e,Control,Drug overdoses,one,1,2,2,3,5,3,4,5,3,4,Man,White/Caucasian/European,Undergraduate,33,,,,1678827529090,1678828573897,17.41345,second,8,emily,27,They were frustrated for poor conditions with the turf but didn't want to use it as an excuse.,0,8,12,12,5498.61803166168,-3100.68939064114,,,0.0687327253957711,
557,1,2,1,ddd708f78c8e,Control,Drug-use disorder,one,1,2,2,3,5,3,4,5,3,4,Man,White/Caucasian/European,Undergraduate,33,,,,1678827529090,1678828573897,17.41345,second,8,emily,27,They were frustrated for poor conditions with the turf but didn't want to use it as an excuse.,0,8,12,12,1.3825486552008,0.870665848833366,,,0.13825486552008,
558,1,3,1,ddd708f78c8e,Control,Synthetic opioids,one,1,2,2,3,5,3,4,5,3,4,Man,White/Caucasian/European,Undergraduate,33,,,,1678827529090,1678828573897,17.41345,second,8,emily,27,They were frustrated for poor conditions with the turf but didn't want to use it as an excuse.,0,8,12,12,9371.46347881612,5854.95444151085,,,0.117143293485201,
559,3,4,2,c3aa16f6b3be,Categorize,Drug overdoses,one,2,2,3,2,3,2,5,3,3,5,Man,White/Caucasian/European,Undergraduate,27,,,,1678840313200,1678840590128,4.61546666666667,2,8,Emily,0,The Eagles coaches and players questioned the quality of the turf at the super bowl this year.,0,9,10,11,23169.9204749664,19654.1042311661,,,0.289624005937081,
560,3,2,2,c3aa16f6b3be,Categorize,Drug-use disorder,one,2,2,3,2,3,2,5,3,3,5,Man,White/Caucasian/European,Undergraduate,27,,,,1678840313200,1678840590128,4.61546666666667,2,8,Emily,0,The Eagles coaches and players questioned the quality of the turf at the super bowl this year.,0,9,10,11,0.471696006631772,0.44078302373581,,,0.0471696006631772,
561,3,2,4,c3aa16f6b3be,Categorize,Synthetic opioids,one,2,2,3,2,3,2,5,3,3,5,Man,White/Caucasian/European,Undergraduate,27,,,,1678840313200,1678840590128,4.61546666666667,2,8,Emily,0,The Eagles coaches and players questioned the quality of the turf at the super bowl this year.,0,9,10,11,16376.6741430791,13562.5244690674,,,0.204708426788489,
562,4,3,3,d9b4578d8626,Draw,Drug overdoses,one,4,3,2,3,5,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,39,,,,1678840322539,1678841095432,12.88155,second,eight,Emily,zero,"Some coaches and players for the Eagles criticize the field conditions they played on during the Super Bowl and, while they don't think it caused their loss, they hope it'll be fixed in the future. ",0,12,13,13,6857.92338035456,-4194.95034749097,10496.9316777265,-5829.62527009159,0.085724042254432,0.131211645971581
563,3,3,3,d9b4578d8626,Draw,Drug-use disorder,one,4,3,2,3,5,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,39,,,,1678840322539,1678841095432,12.88155,second,eight,Emily,zero,"Some coaches and players for the Eagles criticize the field conditions they played on during the Super Bowl and, while they don't think it caused their loss, they hope it'll be fixed in the future. ",0,12,13,13,0.186876581646564,0.178637342580947,1.88245838526168,1.39019565011449,0.0186876581646564,0.188245838526168
564,4,3,4,d9b4578d8626,Draw,Synthetic opioids,one,4,3,2,3,5,5,3,5,5,3,Man,White/Caucasian/European,Undergraduate,39,,,,1678840322539,1678841095432,12.88155,second,eight,Emily,zero,"Some coaches and players for the Eagles criticize the field conditions they played on during the Super Bowl and, while they don't think it caused their loss, they hope it'll be fixed in the future. ",0,12,13,13,12929.0354885218,12103.3336002424,7690.41857045358,4340.94802847992,0.161612943606523,0.0961302321306697
565,4,5,4,66229c1398e8,Draw,Drug overdoses,one,2,3,3,3,3,4,4,5,4,3,Man,White/Caucasian/European,Undergraduate,26,,,,1678840324556,1678840767821,7.38775,second,8,Emily,3,That the Eagles think the turf was bad when they played against the Chiefs and that Arizona could do better.,0,11,11,12,6312.83724853289,4001.62745098038,7904.54353986519,4728.14963880288,0.0789104656066611,0.0988067942483148
566,4,5,5,66229c1398e8,Draw,Drug-use disorder,one,2,3,3,3,3,4,4,5,4,3,Man,White/Caucasian/European,Undergraduate,26,,,,1678840324556,1678840767821,7.38775,second,8,Emily,3,That the Eagles think the turf was bad when they played against the Chiefs and that Arizona could do better.,0,11,11,12,0.810334806639488,0.491995614035087,0.275313517611476,0.215421826625387,0.0810334806639488,0.0275313517611476
